formulation,axis,slice_direction,coordinate_m,x_m,y_m,u_parallel_m_s,u_tangential_m_s,u_x_m_s,u_y_m_s
brinkman_usfem_pkpk_k1,x,tangential,0.0004634049,0.00036505,0.0004634049,5.062041859755124e-07,-2.1309765735009493e-06,5.062041859755124e-07,-2.1309765735009493e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004658038,0.00036505,0.0004658038,2.0341127060734093e-07,-2.2770971698753903e-06,2.0341127060734093e-07,-2.2770971698753903e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004682027,0.00036505,0.0004682027,-9.938164476083058e-08,-2.4232177662498313e-06,-9.938164476083058e-08,-2.4232177662498313e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004706016,0.00036505,0.0004706016,-1.249049453125088e-07,-2.449793821721215e-06,-1.249049453125088e-07,-2.449793821721215e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004730005,0.00036505,0.0004730005,1.0373556771759334e-07,-2.3667873813647983e-06,1.0373556771759334e-07,-2.3667873813647983e-06
brinkman_usfem_pkpk_k1,x,tangential,0.00047539939999999997,0.00036505,0.00047539939999999997,3.3237608074769037e-07,-2.2837809410083838e-06,3.3237608074769037e-07,-2.2837809410083838e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004777983,0.00036505,0.0004777983,5.610165937777923e-07,-2.2007745006519668e-06,5.610165937777923e-07,-2.2007745006519668e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004801972,0.00036505,0.0004801972,1.001920846013706e-06,-2.046729797283772e-06,1.001920846013706e-06,-2.046729797283772e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004825961,0.00036505,0.0004825961,2.451077859477328e-06,-1.5552533446095972e-06,2.451077859477328e-06,-1.5552533446095972e-06
brinkman_usfem_pkpk_k1,x,tangential,0.000484995,0.00036505,0.000484995,3.90023487294095e-06,-1.0637768919354221e-06,3.90023487294095e-06,-1.0637768919354221e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0004873939,0.00036505,0.0004873939,5.3493918864045704e-06,-5.723004392612474e-07,5.3493918864045704e-06,-5.723004392612474e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0004897928,0.00036505,0.0004897928,6.7985488998681925e-06,-8.082398658707243e-08,6.7985488998681925e-06,-8.082398658707243e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0004921917,0.00036505,0.0004921917,5.630902203104136e-06,2.4225073058491237e-09,5.630902203104136e-06,2.4225073058491237e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0004945906,0.00036505,0.0004945906,3.912349462081558e-06,-2.7414801834003173e-10,3.912349462081558e-06,-2.7414801834003173e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0004969895,0.00036505,0.0004969895,2.193796721058982e-06,-2.970803342529186e-09,2.193796721058982e-06,-2.970803342529186e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0004993884,0.00036505,0.0004993884,4.752439800364049e-07,-5.66745866671834e-09,4.752439800364049e-07,-5.66745866671834e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0005017873000000001,0.00036505,0.0005017873000000001,-3.2604344553465104e-07,4.479173257862554e-08,-3.2604344553465104e-07,4.479173257862554e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0005041862000000001,0.00036505,0.0005041862000000001,-1.2667779970409315e-07,1.5323912008162994e-07,-1.2667779970409315e-07,1.5323912008162994e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005065851000000001,0.00036505,0.0005065851000000001,7.268784612646467e-08,2.6168650758463436e-07,7.268784612646467e-08,2.6168650758463436e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005089840000000001,0.00036505,0.0005089840000000001,2.7205349195702257e-07,3.701338950876388e-07,2.7205349195702257e-07,3.701338950876388e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005113829000000001,0.00036505,0.0005113829000000001,4.4498477175232646e-07,4.6198331812256125e-07,4.4498477175232646e-07,4.6198331812256125e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005137818,0.00036505,0.0005137818,4.4168694464606317e-07,4.431796447036824e-07,4.4168694464606317e-07,4.431796447036824e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005161807,0.00036505,0.0005161807,4.383891175397997e-07,4.243759712848027e-07,4.383891175397997e-07,4.243759712848027e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005185796,0.00036505,0.0005185796,4.350912904335362e-07,4.0557229786592297e-07,4.350912904335362e-07,4.0557229786592297e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005209785,0.00036505,0.0005209785,4.3179346332727277e-07,3.867686244470433e-07,4.3179346332727277e-07,3.867686244470433e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005233774,0.00036505,0.0005233774,3.5348693684383214e-07,3.1382383347035366e-07,3.5348693684383214e-07,3.1382383347035366e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005257763,0.00036505,0.0005257763,2.5434466053339465e-07,2.2583984317204716e-07,2.5434466053339465e-07,2.2583984317204716e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005281752,0.00036505,0.0005281752,1.552023842229571e-07,1.3785585287374067e-07,1.552023842229571e-07,1.3785585287374067e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0005305741,0.00036505,0.0005305741,5.60601079125196e-08,4.9871862575434196e-08,5.60601079125196e-08,4.9871862575434196e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0005329730000000001,0.00036505,0.0005329730000000001,1.499117105007617e-11,1.435191988749658e-10,1.499117105007617e-11,1.435191988749658e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0005353719000000001,0.00036505,0.0005353719000000001,-3.818130762106331e-12,1.4751682058620785e-10,-3.818130762106331e-12,1.4751682058620785e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0005377708000000001,0.00036505,0.0005377708000000001,-2.262743257428882e-11,1.5151444229744988e-10,-2.262743257428882e-11,1.5151444229744988e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0005401697000000001,0.00036505,0.0005401697000000001,-4.1436734386471315e-11,1.5551206400869193e-10,-4.1436734386471315e-11,1.5551206400869193e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0005425686,0.00036505,0.0005425686,1.1392978200029729e-10,-1.0189280641374671e-10,1.1392978200029729e-10,-1.0189280641374671e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0005449675,0.00036505,0.0005449675,2.0981423894756093e-09,-3.104023844239184e-09,2.0981423894756093e-09,-3.104023844239184e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0005473664,0.00036505,0.0005473664,4.082354996950918e-09,-6.106154882064618e-09,4.082354996950918e-09,-6.106154882064618e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0005497653,0.00036505,0.0005497653,6.066567604426229e-09,-9.108285919890052e-09,6.066567604426229e-09,-9.108285919890052e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0005521642,0.00036505,0.0005521642,8.050780211901539e-09,-1.211041695771549e-08,8.050780211901539e-09,-1.211041695771549e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0005545631,0.00036505,0.0005545631,2.211477265643437e-06,-1.6338717409543759e-06,2.211477265643437e-06,-1.6338717409543759e-06
brinkman_usfem_pkpk_k1,x,tangential,0.000556962,0.00036505,0.000556962,5.191883376777688e-06,-3.8269598389365865e-06,5.191883376777688e-06,-3.8269598389365865e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0005593609,0.00036505,0.0005593609,8.172289487911938e-06,-6.020047936918796e-06,8.172289487911938e-06,-6.020047936918796e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0005617598000000001,0.00036505,0.0005617598000000001,1.115269559904619e-05,-8.213136034901006e-06,1.115269559904619e-05,-8.213136034901006e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0005641587000000001,0.00036505,0.0005641587000000001,1.4596883346028874e-05,-1.0550918684013574e-05,1.4596883346028874e-05,-1.0550918684013574e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005665576000000001,0.00036505,0.0005665576000000001,1.8762509193219735e-05,-1.3113781745995289e-05,1.8762509193219735e-05,-1.3113781745995289e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005689565000000001,0.00036505,0.0005689565000000001,2.2928135040410597e-05,-1.5676644807977005e-05,2.2928135040410597e-05,-1.5676644807977005e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005713554000000001,0.00036505,0.0005713554000000001,2.709376088760146e-05,-1.823950786995872e-05,2.709376088760146e-05,-1.823950786995872e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005737543,0.00036505,0.0005737543,3.1076029199827986e-05,-2.069588173015877e-05,3.1076029199827986e-05,-2.069588173015877e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005761532,0.00036505,0.0005761532,3.102443174284641e-05,-2.0809493151166645e-05,3.102443174284641e-05,-2.0809493151166645e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005785521,0.00036505,0.0005785521,3.097283428586483e-05,-2.0923104572174524e-05,3.097283428586483e-05,-2.0923104572174524e-05
brinkman_usfem_pkpk_k1,x,tangential,0.000580951,0.00036505,0.000580951,3.092123682888326e-05,-2.1036715993182403e-05,3.092123682888326e-05,-2.1036715993182403e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005833499,0.00036505,0.0005833499,3.086963937190168e-05,-2.115032741419028e-05,3.086963937190168e-05,-2.115032741419028e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005857488,0.00036505,0.0005857488,3.0188430036518652e-05,-2.035606363180569e-05,3.0188430036518652e-05,-2.035606363180569e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005881477,0.00036505,0.0005881477,2.9231765504334944e-05,-1.916460444793685e-05,2.9231765504334944e-05,-1.916460444793685e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005905466,0.00036505,0.0005905466,2.827510097215124e-05,-1.7973145264068016e-05,2.827510097215124e-05,-1.7973145264068016e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005929455000000001,0.00036505,0.0005929455000000001,2.7318436439967535e-05,-1.6781686080199177e-05,2.7318436439967535e-05,-1.6781686080199177e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005953444000000001,0.00036505,0.0005953444000000001,2.643618121149591e-05,-1.546597553095605e-05,2.643618121149591e-05,-1.546597553095605e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0005977433000000001,0.00036505,0.0005977433000000001,2.5693443427484536e-05,-1.3917293671636338e-05,2.5693443427484536e-05,-1.3917293671636338e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0006001422000000001,0.00036505,0.0006001422000000001,2.4950705643473165e-05,-1.2368611812316628e-05,2.4950705643473165e-05,-1.2368611812316628e-05
brinkman_usfem_pkpk_k1,x,tangential,0.0006025411000000001,0.00036505,0.0006025411000000001,2.420796785946179e-05,-1.0819929952996917e-05,2.420796785946179e-05,-1.0819929952996917e-05
brinkman_usfem_pkpk_k1,x,tangential,0.00060494,0.00036505,0.00060494,2.3465230075450455e-05,-9.271248093677305e-06,2.3465230075450455e-05,-9.271248093677305e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006073389,0.00036505,0.0006073389,2.2603027481494345e-05,-8.086123577726094e-06,2.2603027481494345e-05,-8.086123577726094e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006097378,0.00036505,0.0006097378,2.1740824887538204e-05,-6.900999061774848e-06,2.1740824887538204e-05,-6.900999061774848e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006121367,0.00036505,0.0006121367,2.0878622293582067e-05,-5.715874545823603e-06,2.0878622293582067e-05,-5.715874545823603e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006145356,0.00036505,0.0006145356,2.0016419699625927e-05,-4.530750029872357e-06,2.0016419699625927e-05,-4.530750029872357e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006169345,0.00036505,0.0006169345,1.8540478610282495e-05,-3.6514040023872887e-06,1.8540478610282495e-05,-3.6514040023872887e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006193334,0.00036505,0.0006193334,1.6737210323399277e-05,-2.9351398354175375e-06,1.6737210323399277e-05,-2.9351398354175375e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006217323,0.00036505,0.0006217323,1.4933942036516064e-05,-2.218875668447787e-06,1.4933942036516064e-05,-2.218875668447787e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006241312000000001,0.00036505,0.0006241312000000001,1.3130673749632846e-05,-1.5026115014780357e-06,1.3130673749632846e-05,-1.5026115014780357e-06
brinkman_usfem_pkpk_k1,x,tangential,0.0006265301000000001,0.00036505,0.0006265301000000001,1.104859069152342e-05,-9.380422583630897e-07,1.104859069152342e-05,-9.380422583630897e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006289290000000001,0.00036505,0.0006289290000000001,8.329216727754298e-06,-7.202042697733754e-07,8.329216727754298e-06,-7.202042697733754e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006313279000000001,0.00036505,0.0006313279000000001,5.609842763985178e-06,-5.023662811836613e-07,5.609842763985178e-06,-5.023662811836613e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006337268000000001,0.00036505,0.0006337268000000001,2.8904688002160574e-06,-2.8452829259394714e-07,2.8904688002160574e-06,-2.8452829259394714e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006361257,0.00036505,0.0006361257,1.710948364470598e-07,-6.669030400424284e-08,1.710948364470598e-07,-6.669030400424284e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006385246,0.00036505,0.0006385246,2.086553811545344e-08,-3.797298473742419e-08,2.086553811545344e-08,-3.797298473742419e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006409235,0.00036505,0.0006409235,-1.2584457241801384e-08,-1.785205953073034e-08,-1.2584457241801384e-08,-1.785205953073034e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006433224,0.00036505,0.0006433224,-4.6034452599056196e-08,2.268865675963499e-09,-4.6034452599056196e-08,2.268865675963499e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0006457213,0.00036505,0.0006457213,-7.9484447956311e-08,2.2389790882657343e-08,-7.9484447956311e-08,2.2389790882657343e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006481202,0.00036505,0.0006481202,-3.5317197237788715e-08,1.0401104489008053e-07,-3.5317197237788715e-08,1.0401104489008053e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006505191,0.00036505,0.0006505191,5.8746854529440276e-08,2.2516822455510753e-07,5.8746854529440276e-08,2.2516822455510753e-07
brinkman_usfem_pkpk_k1,x,tangential,0.000652918,0.00036505,0.000652918,1.5281090629666917e-07,3.4632540422013434e-07,1.5281090629666917e-07,3.4632540422013434e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006553169000000001,0.00036505,0.0006553169000000001,2.468749580638981e-07,4.674825838851613e-07,2.468749580638981e-07,4.674825838851613e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006577158000000001,0.00036505,0.0006577158000000001,3.0136623325639253e-07,5.276084119909854e-07,3.0136623325639253e-07,5.276084119909854e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006601147000000001,0.00036505,0.0006601147000000001,2.4373464148715827e-07,4.1481207734576574e-07,2.4373464148715827e-07,4.1481207734576574e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006625136000000001,0.00036505,0.0006625136000000001,1.8610304971792395e-07,3.02015742700546e-07,1.8610304971792395e-07,3.02015742700546e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006649125000000001,0.00036505,0.0006649125000000001,1.284714579486897e-07,1.8921940805532636e-07,1.284714579486897e-07,1.8921940805532636e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006673114,0.00036505,0.0006673114,7.083986617945799e-08,7.642307341011176e-08,7.083986617945799e-08,7.642307341011176e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006697103,0.00036505,0.0006697103,8.643726304528909e-08,1.665221868919017e-08,8.643726304528909e-08,1.665221868919017e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006721092,0.00036505,0.0006721092,1.0900884930493473e-07,-3.8068590324659784e-08,1.0900884930493473e-07,-3.8068590324659784e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006745081,0.00036505,0.0006745081,1.3158043556458037e-07,-9.278939933850975e-08,1.3158043556458037e-07,-9.278939933850975e-08
brinkman_usfem_pkpk_k1,x,tangential,0.000676907,0.00036505,0.000676907,1.5415202182422602e-07,-1.4751020835235969e-07,1.5415202182422602e-07,-1.4751020835235969e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006793059,0.00036505,0.0006793059,1.4590257639863353e-07,-1.4900656319197426e-07,1.4590257639863353e-07,-1.4900656319197426e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006817048,0.00036505,0.0006817048,1.1394464506132212e-07,-1.0956103020525766e-07,1.1394464506132212e-07,-1.0956103020525766e-07
brinkman_usfem_pkpk_k1,x,tangential,0.0006841037000000001,0.00036505,0.0006841037000000001,8.19867137240107e-08,-7.01154972185411e-08,8.19867137240107e-08,-7.01154972185411e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006865026000000001,0.00036505,0.0006865026000000001,5.002878238669929e-08,-3.066996423182453e-08,5.002878238669929e-08,-3.066996423182453e-08
brinkman_usfem_pkpk_k1,x,tangential,0.0006889015000000001,0.00036505,0.0006889015000000001,2.3198289357773383e-08,-1.3060274725616042e-10,2.3198289357773383e-08,-1.3060274725616042e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0006913004000000001,0.00036505,0.0006913004000000001,1.4826574239033183e-08,-1.653458670416504e-09,1.4826574239033183e-08,-1.653458670416504e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0006936993000000001,0.00036505,0.0006936993000000001,6.454859120292985e-09,-3.176314593576848e-09,6.454859120292985e-09,-3.176314593576848e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0006960982000000001,0.00036505,0.0006960982000000001,-1.9168559984472144e-09,-4.699170516737191e-09,-1.9168559984472144e-09,-4.699170516737191e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0006984971,0.00036505,0.0006984971,-1.0288571117187037e-08,-6.2220264398974665e-09,-1.0288571117187037e-08,-6.2220264398974665e-09
brinkman_usfem_pkpk_k1,x,tangential,0.000700896,0.00036505,0.000700896,-6.0820925638825805e-09,-4.425101050256131e-09,-6.0820925638825805e-09,-4.425101050256131e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007032949,0.00036505,0.0007032949,1.1115040228482718e-11,-2.1302084636945335e-09,1.1115040228482718e-11,-2.1302084636945335e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007056938,0.00036505,0.0007056938,6.104322644339545e-09,1.646841228670643e-10,6.104322644339545e-09,1.646841228670643e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0007080927,0.00036505,0.0007080927,1.2197530248450609e-08,2.459576709428662e-09,1.2197530248450609e-08,2.459576709428662e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007104916,0.00036505,0.0007104916,1.2668370821662577e-08,2.4951721826731896e-09,1.2668370821662577e-08,2.4951721826731896e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007128905,0.00036505,0.0007128905,7.98537494988416e-09,4.597453020439254e-10,7.98537494988416e-09,4.597453020439254e-10
brinkman_usfem_pkpk_k1,x,tangential,0.0007152894000000001,0.00036505,0.0007152894000000001,3.3023790781057394e-09,-1.5756815785853397e-09,3.3023790781057394e-09,-1.5756815785853397e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007176883000000001,0.00036505,0.0007176883000000001,-1.38061679367268e-09,-3.6111084592146045e-09,-1.38061679367268e-09,-3.6111084592146045e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007200872000000001,0.00036505,0.0007200872000000001,-4.717556535434007e-09,-5.080846134005832e-09,-4.717556535434007e-09,-5.080846134005832e-09
brinkman_usfem_pkpk_k1,x,tangential,0.0007224861000000001,0.00036505,0.0007224861000000001,-1.6607296596154272e-09,-3.863560081066915e-09,-1.6607296596154272e-09,-3.863560081066915e-09
brinkman_usfem_pkpk_k1,x,tangential,0.000724885,0.00036505,0.000724885,1.396097216203013e-09,-2.6462740281280524e-09,1.396097216203013e-09,-2.6462740281280524e-09
brinkman_usfem_pkpk_k1,y,flux,5.215e-06,0.00036505,5.215e-06,-1.1712154837025398e-07,-7.076514924968008e-08,-7.076514924968008e-08,-1.1712154837025398e-07
brinkman_usfem_pkpk_k1,y,flux,7.6139e-06,0.00036505,7.6139e-06,-1.3713127156849857e-07,-1.3678122155102298e-07,-1.3678122155102298e-07,-1.3713127156849857e-07
brinkman_usfem_pkpk_k1,y,flux,1.00128e-05,0.00036505,1.00128e-05,-1.5714099476674317e-07,-2.0279729385236588e-07,-2.0279729385236588e-07,-1.5714099476674317e-07
brinkman_usfem_pkpk_k1,y,flux,1.24117e-05,0.00036505,1.24117e-05,9.725239147727995e-08,5.541871339081174e-08,5.541871339081174e-08,9.725239147727995e-08
brinkman_usfem_pkpk_k1,y,flux,1.48106e-05,0.00036505,1.48106e-05,4.0941485339335955e-07,3.8189410580125707e-07,3.8189410580125707e-07,4.0941485339335955e-07
brinkman_usfem_pkpk_k1,y,flux,1.72095e-05,0.00036505,1.72095e-05,7.215773153094389e-07,7.083694982117021e-07,7.083694982117021e-07,7.215773153094389e-07
brinkman_usfem_pkpk_k1,y,flux,1.96084e-05,0.00036505,1.96084e-05,1.0337397772255186e-06,1.0348448906221474e-06,1.0348448906221474e-06,1.0337397772255186e-06
brinkman_usfem_pkpk_k1,y,flux,2.20073e-05,0.00036505,2.20073e-05,1.4670843300055616e-06,1.5545607841856992e-06,1.5545607841856992e-06,1.4670843300055616e-06
brinkman_usfem_pkpk_k1,y,flux,2.44062e-05,0.00036505,2.44062e-05,2.0326275273644747e-06,2.2850844971890047e-06,2.2850844971890047e-06,2.0326275273644747e-06
brinkman_usfem_pkpk_k1,y,flux,2.6805100000000002e-05,0.00036505,2.6805100000000002e-05,2.598170724723388e-06,3.0156082101923107e-06,3.0156082101923107e-06,2.598170724723388e-06
brinkman_usfem_pkpk_k1,y,flux,2.9204e-05,0.00036505,2.9204e-05,3.1637139220823e-06,3.7461319231956154e-06,3.7461319231956154e-06,3.1637139220823e-06
brinkman_usfem_pkpk_k1,y,flux,3.1602899999999995e-05,0.00036505,3.1602899999999995e-05,3.6578622198564477e-06,4.401833849961292e-06,4.401833849961292e-06,3.6578622198564477e-06
brinkman_usfem_pkpk_k1,y,flux,3.4001800000000004e-05,0.00036505,3.4001800000000004e-05,3.6760445203988265e-06,4.558723868476114e-06,4.558723868476114e-06,3.6760445203988265e-06
brinkman_usfem_pkpk_k1,y,flux,3.64007e-05,0.00036505,3.64007e-05,3.6942268209412052e-06,4.715613886990934e-06,4.715613886990934e-06,3.6942268209412052e-06
brinkman_usfem_pkpk_k1,y,flux,3.8799599999999994e-05,0.00036505,3.8799599999999994e-05,3.712409121483584e-06,4.872503905505754e-06,4.872503905505754e-06,3.712409121483584e-06
brinkman_usfem_pkpk_k1,y,flux,4.11985e-05,0.00036505,4.11985e-05,3.7305914220259628e-06,5.029393924020575e-06,5.029393924020575e-06,3.7305914220259628e-06
brinkman_usfem_pkpk_k1,y,flux,4.35974e-05,0.00036505,4.35974e-05,3.3453596766820695e-06,4.613889358133081e-06,4.613889358133081e-06,3.3453596766820695e-06
brinkman_usfem_pkpk_k1,y,flux,4.5996300000000005e-05,0.00036505,4.5996300000000005e-05,2.8480684741475426e-06,4.0393862965782746e-06,4.0393862965782746e-06,2.8480684741475426e-06
brinkman_usfem_pkpk_k1,y,flux,4.83952e-05,0.00036505,4.83952e-05,2.3507772716130183e-06,3.464883235023471e-06,3.464883235023471e-06,2.3507772716130183e-06
brinkman_usfem_pkpk_k1,y,flux,5.0794099999999995e-05,0.00036505,5.0794099999999995e-05,1.853486069078494e-06,2.890380173468668e-06,2.890380173468668e-06,1.853486069078494e-06
brinkman_usfem_pkpk_k1,y,flux,5.3193000000000004e-05,0.00036505,5.3193000000000004e-05,1.4157711589747349e-06,2.309698537542935e-06,2.309698537542935e-06,1.4157711589747349e-06
brinkman_usfem_pkpk_k1,y,flux,5.55919e-05,0.00036505,5.55919e-05,1.0555054290309734e-06,1.720984754934998e-06,1.720984754934998e-06,1.0555054290309734e-06
brinkman_usfem_pkpk_k1,y,flux,5.7990799999999994e-05,0.00036505,5.7990799999999994e-05,6.952396990872121e-07,1.1322709723270611e-06,1.1322709723270611e-06,6.952396990872121e-07
brinkman_usfem_pkpk_k1,y,flux,6.03897e-05,0.00036505,6.03897e-05,3.3497396914344883e-07,5.435571897191207e-07,5.435571897191207e-07,3.3497396914344883e-07
brinkman_usfem_pkpk_k1,y,flux,6.27886e-05,0.00036505,6.27886e-05,5.7295758542711565e-09,5.97987652737046e-09,5.97987652737046e-09,5.7295758542711565e-09
brinkman_usfem_pkpk_k1,y,flux,6.51875e-05,0.00036505,6.51875e-05,2.209217438237839e-09,5.335492205607281e-09,5.335492205607281e-09,2.209217438237839e-09
brinkman_usfem_pkpk_k1,y,flux,6.75864e-05,0.00036505,6.75864e-05,-1.3111409777954587e-09,4.691107883844106e-09,4.691107883844106e-09,-1.3111409777954587e-09
brinkman_usfem_pkpk_k1,y,flux,6.99853e-05,0.00036505,6.99853e-05,-4.831499393828756e-09,4.04672356208093e-09,4.04672356208093e-09,-4.831499393828756e-09
brinkman_usfem_pkpk_k1,y,flux,7.238419999999999e-05,0.00036505,7.238419999999999e-05,-8.351857809862053e-09,3.402339240317755e-09,3.402339240317755e-09,-8.351857809862053e-09
brinkman_usfem_pkpk_k1,y,flux,7.47831e-05,0.00036505,7.47831e-05,-1.0898682114173627e-07,-2.561266471784393e-07,-2.561266471784393e-07,-1.0898682114173627e-07
brinkman_usfem_pkpk_k1,y,flux,7.7182e-05,0.00036505,7.7182e-05,-2.438975273850845e-07,-6.070266696314317e-07,-6.070266696314317e-07,-2.438975273850845e-07
brinkman_usfem_pkpk_k1,y,flux,7.95809e-05,0.00036505,7.95809e-05,-3.7880823362843337e-07,-9.579266920844257e-07,-9.579266920844257e-07,-3.7880823362843337e-07
brinkman_usfem_pkpk_k1,y,flux,8.19798e-05,0.00036505,8.19798e-05,-5.137189398717815e-07,-1.3088267145374178e-06,-1.3088267145374178e-06,-5.137189398717815e-07
brinkman_usfem_pkpk_k1,y,flux,8.437869999999999e-05,0.00036505,8.437869999999999e-05,-5.84823295381165e-07,-1.5767816692989147e-06,-1.5767816692989147e-06,-5.84823295381165e-07
brinkman_usfem_pkpk_k1,y,flux,8.67776e-05,0.00036505,8.67776e-05,-5.566733275266015e-07,-1.7157109632069731e-06,-1.7157109632069731e-06,-5.566733275266015e-07
brinkman_usfem_pkpk_k1,y,flux,8.91765e-05,0.00036505,8.91765e-05,-5.28523359672038e-07,-1.8546402571150305e-06,-1.8546402571150305e-06,-5.28523359672038e-07
brinkman_usfem_pkpk_k1,y,flux,9.15754e-05,0.00036505,9.15754e-05,-5.003733918174744e-07,-1.993569551023089e-06,-1.993569551023089e-06,-5.003733918174744e-07
brinkman_usfem_pkpk_k1,y,flux,9.39743e-05,0.00036505,9.39743e-05,-4.66729559435457e-07,-2.1068118472484917e-06,-2.1068118472484917e-06,-4.66729559435457e-07
brinkman_usfem_pkpk_k1,y,flux,9.63732e-05,0.00036505,9.63732e-05,-3.122207074494462e-07,-1.6549401944554692e-06,-1.6549401944554692e-06,-3.122207074494462e-07
