formulation,axis,slice_direction,coordinate_m,x_m,y_m,u_parallel_m_s,u_tangential_m_s,u_x_m_s,u_y_m_s
brinkman_usfem_pkpk_k1,y,tangential,0.00038424119999999997,0.00038424119999999997,0.00036505,1.6121287637449517e-05,9.772429462275515e-06,9.772429462275515e-06,1.6121287637449517e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0003866401,0.0003866401,0.00036505,1.277303163687184e-05,9.092920142321688e-06,9.092920142321688e-06,1.277303163687184e-05
brinkman_usfem_pkpk_k1,y,tangential,0.000389039,0.000389039,0.00036505,1.0591112602292632e-05,7.419067728297043e-06,7.419067728297043e-06,1.0591112602292632e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0003914379,0.0003914379,0.00036505,8.409193567713424e-06,5.745215314272398e-06,5.745215314272398e-06,8.409193567713424e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0003938368,0.0003938368,0.00036505,6.227274533134215e-06,4.071362900247754e-06,4.071362900247754e-06,6.227274533134215e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0003962357,0.0003962357,0.00036505,4.045355498555008e-06,2.3975104862231094e-06,2.3975104862231094e-06,4.045355498555008e-06
brinkman_usfem_pkpk_k1,y,tangential,0.00039863459999999997,0.00039863459999999997,0.00036505,3.33400023091096e-06,1.6114454192194432e-06,1.6114454192194432e-06,3.33400023091096e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004010335,0.0004010335,0.00036505,2.6894887708548417e-06,8.657343225348805e-07,8.657343225348805e-07,2.6894887708548417e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004034324,0.0004034324,0.00036505,2.044977310798723e-06,1.200232258503178e-07,1.200232258503178e-07,2.044977310798723e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004058313,0.0004058313,0.00036505,1.4004658507426043e-06,-6.256878708342448e-07,-6.256878708342448e-07,1.4004658507426043e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004082302,0.0004082302,0.00036505,1.0073663510247343e-06,-8.151780258716237e-07,-8.151780258716237e-07,1.0073663510247343e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004106291,0.0004106291,0.00036505,7.758888258100169e-07,-6.470975755643917e-07,-6.470975755643917e-07,7.758888258100169e-07
brinkman_usfem_pkpk_k1,y,tangential,0.00041302799999999996,0.00041302799999999996,0.00036505,5.44411300595305e-07,-4.790171252571635e-07,-4.790171252571635e-07,5.44411300595305e-07
brinkman_usfem_pkpk_k1,y,tangential,0.00041542689999999997,0.00041542689999999997,0.00036505,3.1293377538058765e-07,-3.109366749499315e-07,-3.109366749499315e-07,3.1293377538058765e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004178258,0.0004178258,0.00036505,1.3059844622779206e-07,-1.812331092624116e-07,-1.812331092624116e-07,1.3059844622779206e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004202247,0.0004202247,0.00036505,8.749933925045516e-08,-1.6026404999741957e-07,-1.6026404999741957e-07,8.749933925045516e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0004226236,0.0004226236,0.00036505,4.440023227311827e-08,-1.3929499073242756e-07,-1.3929499073242756e-07,4.440023227311827e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0004250225,0.0004250225,0.00036505,1.3011252957813954e-09,-1.1832593146743554e-07,-1.1832593146743554e-07,1.3011252957813954e-09
brinkman_usfem_pkpk_k1,y,tangential,0.00042742139999999996,0.00042742139999999996,0.00036505,-4.1797981681554505e-08,-9.735687220244401e-08,-9.735687220244401e-08,-4.1797981681554505e-08
brinkman_usfem_pkpk_k1,y,tangential,0.00042982029999999997,0.00042982029999999997,0.00036505,-1.0961335231114965e-07,1.7846329090563438e-08,1.7846329090563438e-08,-1.0961335231114965e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004322192,0.0004322192,0.00036505,-1.7978265281238964e-07,1.4202421057671874e-07,1.4202421057671874e-07,-1.7978265281238964e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004346181,0.0004346181,0.00036505,-2.499519533136296e-07,2.6620209206287394e-07,2.6620209206287394e-07,-2.499519533136296e-07
brinkman_usfem_pkpk_k1,y,tangential,0.000437017,0.000437017,0.00036505,-3.201212538148696e-07,3.9037997354902917e-07,3.9037997354902917e-07,-3.201212538148696e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004394159,0.0004394159,0.00036505,-1.7304048548676244e-07,3.8566804222911297e-07,3.8566804222911297e-07,-1.7304048548676244e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004418148,0.0004418148,0.00036505,1.411557204023852e-07,2.818101010583711e-07,2.818101010583711e-07,1.411557204023852e-07
brinkman_usfem_pkpk_k1,y,tangential,0.00044421369999999996,0.00044421369999999996,0.00036505,4.553519262915257e-07,1.7795215988763153e-07,1.7795215988763153e-07,4.553519262915257e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004466126,0.0004466126,0.00036505,7.695481321806733e-07,7.409421871688967e-08,7.409421871688967e-08,7.695481321806733e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0004490115,0.0004490115,0.00036505,1.4576770522363487e-06,2.239808952518794e-07,2.239808952518794e-07,1.4576770522363487e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004514104,0.0004514104,0.00036505,3.4919637432915014e-06,1.28734819552752e-06,1.28734819552752e-06,3.4919637432915014e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004538093,0.0004538093,0.00036505,5.526250434346654e-06,2.3507154958031602e-06,2.3507154958031602e-06,5.526250434346654e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004562082,0.0004562082,0.00036505,7.560537125401806e-06,3.4140827960788007e-06,3.4140827960788007e-06,7.560537125401806e-06
brinkman_usfem_pkpk_k1,y,tangential,0.00045860709999999996,0.00045860709999999996,0.00036505,9.594823816456912e-06,4.477450096354417e-06,4.477450096354417e-06,9.594823816456912e-06
brinkman_usfem_pkpk_k1,y,tangential,0.00046100599999999997,0.00046100599999999997,0.00036505,9.29502206757494e-06,4.887121642914436e-06,4.887121642914436e-06,9.29502206757494e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004634049,0.0004634049,0.00036505,8.645107052702341e-06,5.198738826417103e-06,5.198738826417103e-06,8.645107052702341e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004658038,0.0004658038,0.00036505,7.995192037829744e-06,5.510356009919769e-06,5.510356009919769e-06,7.995192037829744e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004682027,0.0004682027,0.00036505,7.3452770229571435e-06,5.821973193422435e-06,5.821973193422435e-06,7.3452770229571435e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004706016,0.0004706016,0.00036505,6.53548180242787e-06,5.550778342395007e-06,5.550778342395007e-06,6.53548180242787e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004730005,0.0004730005,0.00036505,5.579129726713296e-06,4.745339126381658e-06,4.745339126381658e-06,5.579129726713296e-06
brinkman_usfem_pkpk_k1,y,tangential,0.00047539939999999997,0.00047539939999999997,0.00036505,4.622777650998743e-06,3.939899910368327e-06,3.939899910368327e-06,4.622777650998743e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004777983,0.0004777983,0.00036505,3.66642557528417e-06,3.1344606943549785e-06,3.1344606943549785e-06,3.66642557528417e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004801972,0.0004801972,0.00036505,2.8132342522776648e-06,2.3450984174123215e-06,2.3450984174123215e-06,2.8132342522776648e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004825961,0.0004825961,0.00036505,2.4500565046345694e-06,1.6321016010555056e-06,1.6321016010555056e-06,2.4500565046345694e-06
brinkman_usfem_pkpk_k1,y,tangential,0.000484995,0.000484995,0.00036505,2.086878756991474e-06,9.191047846986897e-07,9.191047846986897e-07,2.086878756991474e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004873939,0.0004873939,0.00036505,1.7237010093483786e-06,2.0610796834187385e-07,2.0610796834187385e-07,1.7237010093483786e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004897928,0.0004897928,0.00036505,1.360523261705283e-06,-5.068888480149423e-07,-5.068888480149423e-07,1.360523261705283e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004921917,0.0004921917,0.00036505,1.2622057019047093e-06,-7.230755173321107e-07,-7.230755173321107e-07,1.2622057019047093e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004945906,0.0004945906,0.00036505,1.219648181649929e-06,-8.346705767461984e-07,-8.346705767461984e-07,1.219648181649929e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004969895,0.0004969895,0.00036505,1.1770906613951483e-06,-9.462656361602859e-07,-9.462656361602859e-07,1.1770906613951483e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0004993884,0.0004993884,0.00036505,1.134533141140368e-06,-1.0578606955743734e-06,-1.0578606955743734e-06,1.134533141140368e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005017873000000001,0.0005017873000000001,0.00036505,9.99565052527913e-07,-1.0516861754572273e-06,-1.0516861754572273e-06,9.99565052527913e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005041862000000001,0.0005041862000000001,0.00036505,7.637854347980137e-07,-9.170357503969306e-07,-9.170357503969306e-07,7.637854347980137e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005065851000000001,0.0005065851000000001,0.00036505,5.280058170681144e-07,-7.82385325336634e-07,-7.82385325336634e-07,5.280058170681144e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005089840000000001,0.0005089840000000001,0.00036505,2.9222619933821517e-07,-6.477349002763375e-07,-6.477349002763375e-07,2.9222619933821517e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005113829000000001,0.0005113829000000001,0.00036505,1.0365849605195373e-07,-5.027575787414152e-07,-5.027575787414152e-07,1.0365849605195373e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005137818,0.0005137818,0.00036505,2.2983688905643375e-07,-2.8893428070900167e-07,-2.8893428070900167e-07,2.2983688905643375e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005161807,0.0005161807,0.00036505,3.5601528206091953e-07,-7.511098267657849e-08,-7.511098267657849e-08,3.5601528206091953e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005185796,0.0005185796,0.00036505,4.821936750654052e-07,1.3871231535584464e-07,1.3871231535584464e-07,4.821936750654052e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005209785,0.0005209785,0.00036505,6.08372068069891e-07,3.5253561338826797e-07,3.5253561338826797e-07,6.08372068069891e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005233774,0.0005233774,0.00036505,4.655710809199515e-07,5.897586075200457e-07,5.897586075200457e-07,4.655710809199515e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005257763,0.0005257763,0.00036505,2.4805359928266245e-07,8.334815172349815e-07,8.334815172349815e-07,2.4805359928266245e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005281752,0.0005281752,0.00036505,3.0536117645373246e-08,1.0772044269499174e-06,1.0772044269499174e-06,3.0536117645373246e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0005305741,0.0005305741,0.00036505,-1.8698136399191578e-07,1.320927336664853e-06,1.320927336664853e-06,-1.8698136399191578e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005329730000000001,0.0005329730000000001,0.00036505,-3.2030582073300645e-07,1.1469712497358126e-06,1.1469712497358126e-06,-3.2030582073300645e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005353719000000001,0.0005353719000000001,0.00036505,-3.441793451090397e-07,4.300324671696612e-07,4.300324671696612e-07,-3.441793451090397e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005377708000000001,0.0005377708000000001,0.00036505,-3.68052869485073e-07,-2.8690631539648987e-07,-2.8690631539648987e-07,-3.68052869485073e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005401697000000001,0.0005401697000000001,0.00036505,-3.919263938611063e-07,-1.0038450979626411e-06,-1.0038450979626411e-06,-3.919263938611063e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005425686,0.0005425686,0.00036505,-4.188564524644963e-07,-1.6662265464243779e-06,-1.6662265464243779e-06,-4.188564524644963e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005449675,0.0005449675,0.00036505,-4.778801204551448e-07,-1.7557559867902792e-06,-1.7557559867902792e-06,-4.778801204551448e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005473664,0.0005473664,0.00036505,-5.369037884457932e-07,-1.8452854271561807e-06,-1.8452854271561807e-06,-5.369037884457932e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005497653,0.0005497653,0.00036505,-5.959274564364416e-07,-1.934814867522082e-06,-1.934814867522082e-06,-5.959274564364416e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005521642,0.0005521642,0.00036505,-6.5495112442709e-07,-2.0243443078879833e-06,-2.0243443078879833e-06,-6.5495112442709e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005545631,0.0005545631,0.00036505,-4.3522702047795497e-07,-1.954047198973008e-06,-1.954047198973008e-06,-4.3522702047795497e-07
brinkman_usfem_pkpk_k1,y,tangential,0.000556962,0.000556962,0.00036505,-1.1712134996182328e-07,-1.8273407197235996e-06,-1.8273407197235996e-06,-1.1712134996182328e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005593609,0.0005593609,0.00036505,2.009843205543086e-07,-1.7006342404741906e-06,-1.7006342404741906e-06,2.009843205543086e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005617598000000001,0.0005617598000000001,0.00036505,5.190899910704404e-07,-1.573927761224782e-06,-1.573927761224782e-06,5.190899910704404e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005641587000000001,0.0005641587000000001,0.00036505,8.51079789214172e-07,-1.6185261278103186e-06,-1.6185261278103186e-06,8.51079789214172e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0005665576000000001,0.0005665576000000001,0.00036505,1.2046671192230324e-06,-1.929598699027971e-06,-1.929598699027971e-06,1.2046671192230324e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005689565000000001,0.0005689565000000001,0.00036505,1.558254449231893e-06,-2.2406712702456228e-06,-2.2406712702456228e-06,1.558254449231893e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005713554000000001,0.0005713554000000001,0.00036505,1.9118417792407535e-06,-2.551743841463275e-06,-2.551743841463275e-06,1.9118417792407535e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005737543,0.0005737543,0.00036505,2.360077112287496e-06,-2.845121818114853e-06,-2.845121818114853e-06,2.360077112287496e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005761532,0.0005761532,0.00036505,4.89056851216809e-06,-2.7492187143132148e-06,-2.7492187143132148e-06,4.89056851216809e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005785521,0.0005785521,0.00036505,7.4210599120486835e-06,-2.6533156105115767e-06,-2.6533156105115767e-06,7.4210599120486835e-06
brinkman_usfem_pkpk_k1,y,tangential,0.000580951,0.000580951,0.00036505,9.951551311929277e-06,-2.5574125067099387e-06,-2.5574125067099387e-06,9.951551311929277e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0005833499,0.0005833499,0.00036505,1.2482042711809872e-05,-2.4615094029083006e-06,-2.4615094029083006e-06,1.2482042711809872e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005857488,0.0005857488,0.00036505,1.3129519954950888e-05,-2.096434408114093e-06,-2.096434408114093e-06,1.3129519954950888e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005881477,0.0005881477,0.00036505,1.295317850451828e-05,-1.6135967110106207e-06,-1.6135967110106207e-06,1.295317850451828e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005905466,0.0005905466,0.00036505,1.2776837054085672e-05,-1.1307590139071472e-06,-1.1307590139071472e-06,1.2776837054085672e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005929455000000001,0.0005929455000000001,0.00036505,1.2600495603653062e-05,-6.479213168036744e-07,-6.479213168036744e-07,1.2600495603653062e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005953444000000001,0.0005953444000000001,0.00036505,1.1894599226032963e-05,-2.4432011920552843e-07,-2.4432011920552843e-07,1.1894599226032963e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0005977433000000001,0.0005977433000000001,0.00036505,1.0195787359936479e-05,1.071264182010952e-08,1.071264182010952e-08,1.0195787359936479e-05
brinkman_usfem_pkpk_k1,y,tangential,0.0006001422000000001,0.0006001422000000001,0.00036505,8.496975493839995e-06,2.657454028457474e-07,2.657454028457474e-07,8.496975493839995e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006025411000000001,0.0006025411000000001,0.00036505,6.798163627743509e-06,5.207781638713854e-07,5.207781638713854e-07,6.798163627743509e-06
brinkman_usfem_pkpk_k1,y,tangential,0.00060494,0.00060494,0.00036505,5.099351761647095e-06,7.758109248970016e-07,7.758109248970016e-07,5.099351761647095e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006073389,0.0006073389,0.00036505,3.952851633749383e-06,6.263776758202416e-07,6.263776758202416e-07,3.952851633749383e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006097378,0.0006097378,0.00036505,2.8063515058516104e-06,4.769444267434725e-07,4.769444267434725e-07,2.8063515058516104e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006121367,0.0006121367,0.00036505,1.6598513779538386e-06,3.2751117766670353e-07,3.2751117766670353e-07,1.6598513779538386e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006145356,0.0006145356,0.00036505,5.133512500560669e-07,1.7807792858993448e-07,1.7807792858993448e-07,5.133512500560669e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006169345,0.0006169345,0.00036505,9.839704338786376e-08,1.0511306879625601e-07,1.0511306879625601e-07,9.839704338786376e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006193334,0.0006193334,0.00036505,7.360066137541593e-08,7.293134995355863e-08,7.293134995355863e-08,7.360066137541593e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006217323,0.0006217323,0.00036505,4.880427936296809e-08,4.074963111086123e-08,4.074963111086123e-08,4.880427936296809e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006241312000000001,0.0006241312000000001,0.00036505,2.4007897350520255e-08,8.567912268163841e-09,8.567912268163841e-09,2.4007897350520255e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006265301000000001,0.0006265301000000001,0.00036505,5.2307766036688675e-09,-1.3930623988187709e-08,-1.3930623988187709e-08,5.2307766036688675e-09
brinkman_usfem_pkpk_k1,y,tangential,0.0006289290000000001,0.0006289290000000001,0.00036505,2.1196732103714058e-10,-1.4296171475750328e-08,-1.4296171475750328e-08,2.1196732103714058e-10
brinkman_usfem_pkpk_k1,y,tangential,0.0006313279000000001,0.0006313279000000001,0.00036505,-4.806841961594588e-09,-1.4661718963312946e-08,-1.4661718963312946e-08,-4.806841961594588e-09
brinkman_usfem_pkpk_k1,y,tangential,0.0006337268000000001,0.0006337268000000001,0.00036505,-9.825651244226316e-09,-1.5027266450875563e-08,-1.5027266450875563e-08,-9.825651244226316e-09
brinkman_usfem_pkpk_k1,y,tangential,0.0006361257,0.0006361257,0.00036505,-1.4844460526857813e-08,-1.5392813938438166e-08,-1.5392813938438166e-08,-1.4844460526857813e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006385246,0.0006385246,0.00036505,-6.557566623789065e-09,-1.3889358173839918e-08,-1.3889358173839918e-08,-6.557566623789065e-09
brinkman_usfem_pkpk_k1,y,tangential,0.0006409235,0.0006409235,0.00036505,2.3341319695388857e-09,-1.2300947715961602e-08,-1.2300947715961602e-08,2.3341319695388857e-09
brinkman_usfem_pkpk_k1,y,tangential,0.0006433224,0.0006433224,0.00036505,1.1225830562866838e-08,-1.0712537258083287e-08,-1.0712537258083287e-08,1.1225830562866838e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006457213,0.0006457213,0.00036505,2.0117529156194785e-08,-9.124126800204972e-09,-9.124126800204972e-09,2.0117529156194785e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006481202,0.0006481202,0.00036505,1.3957825893368583e-06,-6.501678461549885e-07,-6.501678461549885e-07,1.3957825893368583e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006505191,0.0006505191,0.00036505,3.650087667680718e-06,-1.7043322203892975e-06,-1.7043322203892975e-06,3.650087667680718e-06
brinkman_usfem_pkpk_k1,y,tangential,0.000652918,0.000652918,0.00036505,5.904392746024577e-06,-2.7584965946236065e-06,-2.7584965946236065e-06,5.904392746024577e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006553169000000001,0.0006553169000000001,0.00036505,8.158697824368435e-06,-3.812660968857915e-06,-3.812660968857915e-06,8.158697824368435e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006577158000000001,0.0006577158000000001,0.00036505,9.73028787467903e-06,-4.557669079904233e-06,-4.557669079904233e-06,9.73028787467903e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006601147000000001,0.0006601147000000001,0.00036505,9.367518678895497e-06,-4.426734445251296e-06,-4.426734445251296e-06,9.367518678895497e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006625136000000001,0.0006625136000000001,0.00036505,9.004749483111963e-06,-4.295799810598359e-06,-4.295799810598359e-06,9.004749483111963e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006649125000000001,0.0006649125000000001,0.00036505,8.64198028732843e-06,-4.164865175945421e-06,-4.164865175945421e-06,8.64198028732843e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006673114,0.0006673114,0.00036505,8.279211091544912e-06,-4.03393054129249e-06,-4.03393054129249e-06,8.279211091544912e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006697103,0.0006697103,0.00036505,6.7139467746783724e-06,-3.4502976593041156e-06,-3.4502976593041156e-06,6.7139467746783724e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006721092,0.0006721092,0.00036505,5.034159112946739e-06,-2.8235506585218734e-06,-2.8235506585218734e-06,5.034159112946739e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006745081,0.0006745081,0.00036505,3.354371451215105e-06,-2.196803657739631e-06,-2.196803657739631e-06,3.354371451215105e-06
brinkman_usfem_pkpk_k1,y,tangential,0.000676907,0.000676907,0.00036505,1.6745837894834718e-06,-1.5700566569573892e-06,-1.5700566569573892e-06,1.6745837894834718e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0006793059,0.0006793059,0.00036505,8.36513909042519e-07,-1.1535357174399232e-06,-1.1535357174399232e-06,8.36513909042519e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006817048,0.0006817048,0.00036505,6.459192449790007e-07,-8.987271327415205e-07,-8.987271327415205e-07,6.459192449790007e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006841037000000001,0.0006841037000000001,0.00036505,4.553245809154826e-07,-6.43918548043118e-07,-6.43918548043118e-07,4.553245809154826e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006865026000000001,0.0006865026000000001,0.00036505,2.6472991685196424e-07,-3.8910996334471524e-07,-3.8910996334471524e-07,2.6472991685196424e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006889015000000001,0.0006889015000000001,0.00036505,1.0530306744424434e-07,-1.6087796961214959e-07,-1.6087796961214959e-07,1.0530306744424434e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0006913004000000001,0.0006913004000000001,0.00036505,5.8080350797391496e-08,-2.8321703356595866e-08,-2.8321703356595866e-08,5.8080350797391496e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006936993000000001,0.0006936993000000001,0.00036505,1.0857634150538617e-08,1.0423456289895789e-07,1.0423456289895789e-07,1.0857634150538617e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006960982000000001,0.0006960982000000001,0.00036505,-3.636508249631424e-08,2.367908291545116e-07,2.367908291545116e-07,-3.636508249631424e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0006984971,0.0006984971,0.00036505,-8.358779914316495e-08,3.693470954100593e-07,3.693470954100593e-07,-8.358779914316495e-08
brinkman_usfem_pkpk_k1,y,tangential,0.000700896,0.000700896,0.00036505,-5.4173888236434996e-08,3.6429821714920003e-07,3.6429821714920003e-07,-5.4173888236434996e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0007032949,0.0007032949,0.00036505,-1.3264483196667464e-08,3.3860856721087973e-07,3.3860856721087973e-07,-1.3264483196667464e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0007056938,0.0007056938,0.00036505,2.7644921843100056e-08,3.129189172725595e-07,3.129189172725595e-07,2.7644921843100056e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0007080927,0.0007080927,0.00036505,6.85543268828676e-08,2.8722926733423925e-07,2.8722926733423925e-07,6.85543268828676e-08
brinkman_usfem_pkpk_k1,y,tangential,0.0007104916,0.0007104916,0.00036505,4.877459178297952e-07,2.4637967180086365e-07,2.4637967180086365e-07,4.877459178297952e-07
brinkman_usfem_pkpk_k1,y,tangential,0.0007128905,0.0007128905,0.00036505,1.2536961791915857e-06,1.9163345947202259e-07,1.9163345947202259e-07,1.2536961791915857e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0007152894000000001,0.0007152894000000001,0.00036505,2.0196464405533764e-06,1.3688724714318147e-07,1.3688724714318147e-07,2.0196464405533764e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0007176883000000001,0.0007176883000000001,0.00036505,2.785596701915167e-06,8.214103481434039e-08,8.214103481434039e-08,2.785596701915167e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0007200872000000001,0.0007200872000000001,0.00036505,3.454284608522464e-06,3.5439266774894754e-08,3.5439266774894754e-08,3.454284608522464e-06
brinkman_usfem_pkpk_k1,y,tangential,0.0007224861000000001,0.0007224861000000001,0.00036505,3.6609763300459304e-06,2.694860911007611e-08,2.694860911007611e-08,3.6609763300459304e-06
brinkman_usfem_pkpk_k1,y,tangential,0.000724885,0.000724885,0.00036505,3.867668051569387e-06,1.845795144525786e-08,1.845795144525786e-08,3.867668051569387e-06
darcy_taylor_hood_p2p1,x,flux,5.215e-06,5.215e-06,0.00036505,2.8639744209605464e-09,-1.5718764243674575e-10,2.8639744209605464e-09,-1.5718764243674575e-10
darcy_taylor_hood_p2p1,x,flux,7.6139e-06,7.6139e-06,0.00036505,3.5569336942902725e-09,3.540310614178217e-10,3.5569336942902725e-09,3.540310614178217e-10
darcy_taylor_hood_p2p1,x,flux,1.00128e-05,1.00128e-05,0.00036505,4.6132930561986504e-09,1.0552728018108912e-09,4.6132930561986504e-09,1.0552728018108912e-09
darcy_taylor_hood_p2p1,x,flux,1.24117e-05,1.24117e-05,0.00036505,8.272644758305153e-08,2.0294991606617036e-07,8.272644758305153e-08,2.0294991606617036e-07
darcy_taylor_hood_p2p1,x,flux,1.48106e-05,1.48106e-05,0.00036505,2.0298023063679677e-07,3.500614249051134e-07,2.0298023063679677e-07,3.500614249051134e-07
darcy_taylor_hood_p2p1,x,flux,1.72095e-05,1.72095e-05,0.00036505,3.516697357851322e-07,3.9080761685118444e-07,3.516697357851322e-07,3.9080761685118444e-07
darcy_taylor_hood_p2p1,x,flux,1.96084e-05,1.96084e-05,0.00036505,5.287949630280578e-07,3.2518849190438353e-07,5.287949630280578e-07,3.2518849190438353e-07
darcy_taylor_hood_p2p1,x,flux,2.20073e-05,2.20073e-05,0.00036505,0.00016587882893376267,0.0001258545072652988,0.00016587882893376267,0.0001258545072652988
