case,match_status,reference_pore_pair,native_full_pore_pair,min_native_overlap_fraction,min_reference_overlap_fraction,native_throat_index,native_radius_vx,native_area_vx2,native_shape_factor,native_shape_factor_raw,native_length_vx,native_core_length_vx,native_pore1_length_vx,native_pore2_length_vx,native_equivalent_conductance_mu1,reference_throat_index,reference_radius_vx,reference_area_vx2,reference_shape_factor,reference_shape_factor_raw,reference_length_vx,reference_core_length_vx,reference_pore1_length_vx,reference_pore2_length_vx,reference_equivalent_conductance_mu1,radius_vx_rel_diff,radius_vx_signed_ratio,area_vx2_rel_diff,area_vx2_signed_ratio,shape_factor_rel_diff,shape_factor_signed_ratio,length_vx_rel_diff,length_vx_signed_ratio,core_length_vx_rel_diff,core_length_vx_signed_ratio,pore1_length_vx_rel_diff,pore1_length_vx_signed_ratio,pore2_length_vx_rel_diff,pore2_length_vx_signed_ratio,equivalent_conductance_mu1_rel_diff,equivalent_conductance_mu1_signed_ratio
phi032_b14,matched,13-58,2-11,0.8461538461538461,0.9166666666666666,10.0,0.5,3.0,0.020833333333333332,0.020833333333333332,7.067976023996051,2.332432087918696,2.6967063039938184,2.038837632083536,3.032970949464337e-16,21.0,0.49900374999999997,2.439738074258946,0.02551552,0.02551552,6.1922005,2.043426,2.5077705000000003,1.641004,2.8382826718583105e-16,0.0019925000000000637,1.00199647798238,0.18675397524701806,1.2296401944340807,0.1835034781445437,0.8164965218554563,0.12390754029481131,1.1414320359936747,0.1239076110364205,1.141432128160597,0.07006169107626009,1.075340149345332,0.19512766775693693,1.2424330666369712,0.06419061733526028,1.0685936885484904
phi032_b14,matched,8-19,3-14,0.865979381443299,0.2276422764227642,12.0,0.5,1.8532815497155108,0.03372396385729632,0.03372396385729632,11.286635252483839,3.724589633319667,3.818423991648912,3.7436216275152603,1.3658307466554756e-16,45.0,0.5908425,3.810899527514096,0.02290108,0.02290108,16.4883795,5.441165,7.535035,3.5121795000000002,2.3757300839505064e-16,0.15375078806957868,0.8462492119304214,0.5136892126556711,0.48631078734432887,0.32092561547905774,1.4725927273864952,0.3154794106671406,0.6845205893328594,0.3154793811031889,0.684520618896811,0.4932440271811727,0.5067559728188272,0.0618230554643083,1.0658970099663927,0.42509009929937397,0.5749099007006261
phi032_b14,matched,14-17,4-12,0.6935483870967742,0.5771812080536913,13.0,0.5,3.0,0.020833333333333332,0.020833333333333332,10.132519669334144,3.343731490880266,4.07547843203715,2.713309746416727,2.424573301787371e-16,134.0,0.733365,7.756611762650294,0.01733438,0.01733438,9.2248065,3.0441860000000003,2.7629075,3.417713,6.877542291535644e-16,0.31821125905926795,0.681788740940732,0.6132331884334309,0.3867668115665691,0.16794975999999995,1.2018505036426645,0.08958415073018007,1.098399155509023,0.08958419409490563,1.09839920782773,0.32206548358079634,1.4750687209170594,0.20610368792911318,0.7938963120708868,0.6474651555728924,0.35253484442710753
phi032_b14,matched,15-17,4-13,0.6935483870967742,0.5771812080536913,14.0,0.5,1.0,0.0625,0.0625,9.15582120228572,3.0214209967542867,3.9841176915347267,2.1502825139967077,9.063344617330095e-17,140.0,0.4991477000000001,1.40939645667794,0.04419417,0.04419417,14.277519000000002,4.7115805,4.2902985000000005,5.27564,7.835631152818416e-17,0.001704599999999834,1.0017075106226072,0.29047643389349803,0.7095235661065019,0.29289328000000003,1.4142136847462008,0.3587246354015905,0.6412753645984095,0.358724530599809,0.641275469400191,0.07136585215813625,0.9286341478418637,0.5924129557747102,0.40758704422528974,0.13545920588346144,1.156683417145035
phi032_b14,matched,17-22,4-18,0.5112107623318386,0.5728643216080402,16.0,0.5,1.0,0.0625,0.0625,15.94842846024131,5.262981391879634,5.222575865413541,5.462871202948136,5.118755415266857e-17,164.0,0.49488185000000007,0.9796321818376902,0.0625,0.0625,10.675372,3.522873,3.671149,3.4813500000000004,6.992562334620309e-17,0.010236299999999865,1.0103421655087976,0.020367818162309814,1.0207912914050066,0.0,1.0,0.3306317279716177,1.4939459215324122,0.33063168237008866,1.493945819755533,0.2970616234965298,1.4225998087829017,0.3627252280593349,1.5691818412248513,0.2679714287388184,0.7320285712611816
phi032_b14,matched,8-9,6-7,0.4826498422712933,0.6585365853658537,17.0,0.5,3.0,0.020833333333333332,0.020833333333333332,11.538181127125588,3.807599771951444,4.714829560015929,3.015751795158215,2.125082168735206e-16,35.0,0.49967315,1.7297871519438355,0.03608439,0.03608439,11.6689425,3.850751,4.7499285,3.068263,1.2237201697711059e-16,0.0006536999999999793,1.0006541276032141,0.42340428268538816,1.7343174254871603,0.42264970162074705,0.577350298379253,0.01120593171784092,0.9887940682821591,0.011205925298352445,0.9887940747016476,0.007389361752302491,0.9926106382476975,0.017114310227573336,0.9828856897724266,0.4241539514213549,1.7365752573422875
phi032_b14,matched,8-20,6-16,0.6933333333333334,0.6585365853658537,18.0,0.5,1.0,0.0625,0.0625,11.307409487350874,3.7314451308257874,5.10874450819377,2.467219848331316,7.277376108223745e-17,162.0,0.49706255,0.9882847144500099,0.0625,0.0625,11.3517345,3.7460725000000004,4.8444400000000005,2.761222,7.068231204501623e-17,0.005874900000000016,1.0059096184172394,0.011715285549990129,1.0118541604243163,0.0,1.0,0.0039046907456411206,0.9960953092543589,0.003904721324590734,0.9960952786754093,0.05173570683949047,1.054558320093503,0.10647537636187317,0.8935246236381268,0.02873905383092397,1.0295894259357166
phi032_b14,matched,8-29,6-24,0.9615384615384616,0.6585365853658537,19.0,0.5,3.0,0.020833333333333332,0.020833333333333332,12.723698343837388,4.198820453466337,4.948044125712703,3.576833764658347,1.9240265556278798e-16,165.0,0.49929629999999997,1.9943743615495197,0.03125,0.03125,12.313333000000002,4.0633995,5.107335,3.1425985,1.3372045918830295e-16,0.0014074000000000586,1.0014093835664315,0.3352085461501601,1.5042311302423503,0.33333333333333337,0.6666666666666666,0.03225204910930183,1.0333269102555243,0.03225214199253033,1.033327009432948,0.031188648147673328,0.9688113518523267,0.12140213754100042,1.138177137377984,0.3049968109994973,1.4388423187498163
phi032_b14,matched,8-33,6-30,0.8581081081081081,0.6585365853658537,20.0,0.5,2.0,0.03125,0.03125,10.454255196880759,3.4499042149706494,4.256509525421034,2.7478414564890747,1.6021356584923272e-16,167.0,0.49391675000000007,1.9516300474445,0.03125,0.03125,10.485475000000001,3.460207,3.7427970000000004,3.282471,1.4921576261536858e-16,0.012166499999999858,1.0123163468337526,0.02418497627774996,1.0247843860668349,0.0,1.0,0.002977433365607407,0.9970225666343926,0.0029775054005007993,0.9970224945994992,0.12068868220616039,1.137253643577526,0.16287411023918424,0.8371258897608157,0.06864464426322993,1.0737040312705637
phi032_b14,matched,9-20,7-16,0.4826498422712933,0.9454545454545454,21.0,0.5,3.0,0.020833333333333332,0.020833333333333332,5.154228508453424,1.7008954077896294,2.632699333383894,0.8206337672799006,4.337568755885667e-16,49.0,0.5025689999999999,1.7301490384552147,0.03649622,0.03649622,5.0147390000000005,1.6548640000000001,2.4113945,0.9484805000000001,2.6507903981660575e-16,0.0051117359009408316,0.9948882640990592,0.4232836538482618,1.7339546670953778,0.4291646276427167,0.5708353723572833,0.027063120741474215,1.0278159059630867,0.02706304431114238,1.0278158252216674,0.08406004839885896,1.0917746280767804,0.13479110294845228,0.8652088970515477,0.3888764542189244,1.6363303409000587
phi032_b14,native_only,9-23,7-19,0.4826498422712933,0.9568345323741008,22.0,0.5,5.0,0.0125,0.0125,18.445619724538982,6.087054509097866,6.429909399828276,5.928655815612843,2.0294967101223662e-16,,,,,,,,,,,,,,,,,,,,,,,,,,
phi032_b14,matched,9-28,7-23,0.4826498422712933,0.1720430107526881,23.0,0.5,2.0,0.03125,0.03125,7.999283782834315,2.6397636483353244,3.559213802232173,1.800306332266818,1.9894467535724213e-16,168.0,0.49642195000000006,0.9857390097672102,0.0625,0.0625,7.6386145,2.5207425,3.4774915,1.6403805,9.795303096311093e-17,0.0071560999999998876,1.007207678870767,0.5071304951163949,2.028934616752476,0.5,0.5,0.0450876969271019,1.0472165839543697,0.04508780489131331,1.047216702354693,0.022960773578962937,1.0235003600245098,0.08883256665850346,1.097493131786691,0.5076368302533453,2.0310211271784393
phi032_b14,matched,9-28,7-27,0.4826498422712933,0.1666666666666666,24.0,0.5,3.0,0.020833333333333332,0.020833333333333332,9.516177866780309,3.1403386960375017,4.877673625817947,1.4981655449248596,2.371599360101569e-16,168.0,0.49642195000000006,0.9857390097672102,0.0625,0.0625,7.6386145,2.5207425,3.4774915,1.6403805,9.795303096311093e-17,0.0071560999999998876,1.007207678870767,0.6714203300775966,3.0434019251287143,0.6666666666666667,0.3333333333333333,0.19730225654300018,1.2457989425674392,0.19730234729754215,1.245799083419866,0.28705941258690665,1.402641422938905,0.08669632141758596,0.913303678582414,0.5869747959498696,2.4211597505285085
phi032_b14,native_only,9-41,7-39,0.4826498422712933,0.9361702127659576,25.0,0.5,2.0,0.03125,0.03125,14.012521989455617,4.624132256520354,7.321116703072012,2.0672730298632533,1.128295768207369e-16,,,,,,,,,,,,,,,,,,,,,,,,,,
phi032_b14,matched,11-12,9-10,0.4982332155477031,0.7990196078431373,26.0,0.5,2.0,0.03125,0.03125,11.72253058810138,3.8684350940734546,3.441231143064935,4.412864350962989,1.2967605916215935e-16,53.0,0.49492515,1.3856516826909664,0.04419417,0.04419417,13.289112500000002,4.3854075,5.2349950000000005,3.6687100000000004,8.274084364996995e-17,0.01014970000000004,1.0102537727169452,0.3071741586545168,1.443364176569941,0.2928931576268996,0.7071068423731004,0.11788461508611817,0.8821153849138819,0.11788469051657016,0.8821153094834299,0.3426486284963147,0.6573513715036853,0.1686329539680043,1.2028381504569696,0.3619420255013851,1.567255703975487
