backend,backend_label,axis,k_m2,k_mD,n_pores,n_throats,conductance_model,mass_balance_error,reference_viscosity
native_maximal_ball,Native maximal-ball,x,4.12352290625512e-14,41.78159443854573,1394.0,2247.0,generic_poiseuille,1.7709224717731035e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,y,7.849988334025543e-14,79.54000411202718,1394.0,2247.0,generic_poiseuille,1.518663689060879e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,z,5.083073970651145e-14,51.50424527064205,1394.0,2247.0,generic_poiseuille,1.509813679877623e-20,0.0008893800376331526
porespy,PoreSpy snow2,x,7.745472134267069e-14,78.48099375368956,2904.0,4673.0,generic_poiseuille,4.10159013918471e-20,0.0008893800376331526
porespy,PoreSpy snow2,y,1.4791121366020996e-13,149.87103218680718,2904.0,4673.0,generic_poiseuille,5.2977906999573273e-20,0.0008893800376331526
porespy,PoreSpy snow2,z,1.0037615454563991e-13,101.70613516333023,2904.0,4673.0,generic_poiseuille,3.905401081051246e-20,0.0008893800376331526
prego,PREGO,x,1.2985814902060506e-13,131.57876505763423,1704.0,3602.0,generic_poiseuille,5.3391624856292217e-20,0.0008893800376331526
prego,PREGO,y,2.4966237442773135e-13,252.9703923574723,1704.0,3602.0,generic_poiseuille,4.1548121110128503e-20,0.0008893800376331526
prego,PREGO,z,1.7802396417267317e-13,180.38277561455197,1704.0,3602.0,generic_poiseuille,3.484173106418562e-20,0.0008893800376331526
