backend,backend_label,axis,k_m2,k_mD,n_pores,n_throats,conductance_model,mass_balance_error,reference_viscosity
native_maximal_ball,Native maximal-ball,x,1.672208903473846e-13,169.4365614302394,1318.0,2377.0,generic_poiseuille,2.2070817868601767e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,y,1.3751002915389396e-13,139.33203234121027,1318.0,2377.0,generic_poiseuille,1.8043890564741884e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,z,2.179034875585889e-13,220.79070132257377,1318.0,2377.0,generic_poiseuille,1.7580273667637956e-20,0.0008893800376331526
porespy,PoreSpy snow2,x,2.8976665500886626e-13,293.60605328586956,2831.0,4770.0,generic_poiseuille,6.27524360769873e-20,0.0008893800376331526
porespy,PoreSpy snow2,y,2.3087350905123327e-13,233.932575156786,2831.0,4770.0,generic_poiseuille,5.798863787474519e-20,0.0008893800376331526
porespy,PoreSpy snow2,z,3.468729094609215e-13,351.4689636579879,2831.0,4770.0,generic_poiseuille,2.5734873621480495e-19,0.0008893800376331526
prego,PREGO,x,4.983213160697954e-13,504.9240564791563,1644.0,3801.0,generic_poiseuille,5.3391346135267845e-20,0.0008893800376331526
prego,PREGO,y,4.016896765607326e-13,407.01205104868086,1644.0,3801.0,generic_poiseuille,5.526835088552538e-20,0.0008893800376331526
prego,PREGO,z,6.050091994049393e-13,613.025550622768,1644.0,3801.0,generic_poiseuille,6.589457029220832e-20,0.0008893800376331526
