backend,backend_label,k_mean_mD,k_mean_m2,k_rms_mD,k_rms_m2,axis_count,aggregate_kabs_mD,aggregate_kabs_m2
native_maximal_ball,Native maximal-ball,22.20565023275856,2.191527360635985e-14,22.741036730983495,2.2443659015963444e-14,3.0,22.741036730983495,2.2443659015963444e-14
porespy,PoreSpy snow2,48.89651878131099,4.825711367416343e-14,49.986200536292856,4.933254598773992e-14,3.0,49.986200536292856,4.933254598773992e-14
prego,PREGO,93.33398674593992,9.211348620145931e-14,95.13072886246685,9.388673286035103e-14,3.0,95.13072886246685,9.388673286035103e-14
