backend,backend_label,k_mean_mD,k_mean_m2,k_rms_mD,k_rms_m2,axis_count,aggregate_kabs_mD,aggregate_kabs_m2
native_maximal_ball,Native maximal-ball,63.688016544332264,6.285518745838699e-14,63.72824540695286,6.289489026023975e-14,3.0,63.72824540695286,6.289489026023975e-14
porespy,PoreSpy snow2,126.74851419993841,1.250910619043001e-13,127.0088051064243,1.2534794906468914e-13,3.0,127.0088051064243,1.2534794906468914e-13
prego,PREGO,217.53520832418613,2.1469056566549324e-13,217.91477133894438,2.150651652485764e-13,3.0,217.91477133894438,2.150651652485764e-13
