origin,porosity_pct,target_porosity_pct,abs_porosity_error_pct_points
"(700, 350, 350)",21.12884074074074,21.179338,0.050497259259263405
"(350, 350, 0)",21.10527037037037,21.179338,0.07406762962963165
"(0, 0, 700)",20.85078888888889,21.179338,0.32854911111111496
"(350, 350, 700)",21.53161111111111,21.179338,0.35227311111110937
"(0, 350, 0)",21.58124074074074,21.179338,0.4019027407407366
"(700, 700, 700)",20.722196296296296,21.179338,0.4571417037037062
"(350, 350, 350)",21.685055555555554,21.179338,0.5057175555555515
"(700, 0, 700)",21.716892592592593,21.179338,0.5375545925925901
"(350, 700, 0)",21.78187037037037,21.179338,0.6025323703703678
"(700, 700, 0)",20.543244444444444,21.179338,0.6360935555555586
"(0, 0, 350)",20.439692592592593,21.179338,0.7396454074074105
"(0, 350, 700)",21.924155555555554,21.179338,0.744817555555552
"(700, 700, 350)",20.32321111111111,21.179338,0.8561268888888918
"(350, 0, 350)",22.061848148148147,21.179338,0.882510148148144
"(700, 0, 350)",20.28528888888889,21.179338,0.8940491111111143
"(0, 700, 700)",22.11859259259259,21.179338,0.9392545925925894
"(350, 700, 700)",22.152422222222224,21.179338,0.9730842222222202
"(0, 350, 350)",22.51381851851852,21.179338,1.334480518518516
"(700, 350, 0)",19.830855555555555,21.179338,1.3484824444444488
"(700, 350, 700)",22.638337037037036,21.179338,1.4589990370370343
"(350, 0, 0)",19.44210740740741,21.179338,1.7372305925925953
"(700, 0, 0)",19.43330740740741,21.179338,1.7460305925925956
"(0, 700, 0)",19.428651851851853,21.179338,1.7506861481481506
"(0, 700, 350)",23.032614814814814,21.179338,1.8532768148148109
"(350, 700, 350)",23.121833333333335,21.179338,1.94249533333333
"(350, 0, 700)",23.175855555555554,21.179338,1.996517555555552
"(0, 0, 0)",19.126762962962964,21.179338,2.052575037037041
