backend,backend_label,axis,k_m2,k_mD,n_pores,n_throats,conductance_model,mass_balance_error,reference_viscosity
native_maximal_ball,Native maximal-ball,x,3.2490980582050564e-14,32.92148496448565,2928.0,4876.0,generic_poiseuille,1.7892904156663937e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,y,2.422755412928494e-14,24.548568393597495,2928.0,4876.0,generic_poiseuille,1.0673247609571373e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,z,3.234491923076973e-14,32.77348830529154,2928.0,4876.0,generic_poiseuille,1.7443304602344137e-20,0.0008893800376331526
porespy,PoreSpy snow2,x,6.447330764195314e-14,65.32757676503648,5205.0,8207.0,generic_poiseuille,4.049549728307776e-20,0.0008893800376331526
porespy,PoreSpy snow2,y,5.753869190535643e-14,58.30107760689855,5205.0,8207.0,generic_poiseuille,2.3666904151491904e-20,0.0008893800376331526
porespy,PoreSpy snow2,z,6.459621782620841e-14,65.45211550503308,5205.0,8207.0,generic_poiseuille,2.3647829542794608e-20,0.0008893800376331526
prego,PREGO,x,1.2409780809817838e-13,125.74209981482693,3304.0,6623.0,generic_poiseuille,2.6980828125753247e-20,0.0008893800376331526
prego,PREGO,y,1.139013931201246e-13,115.41058268674435,3304.0,6623.0,generic_poiseuille,3.478743970785586e-20,0.0008893800376331526
prego,PREGO,z,1.2131853137469585e-13,122.9259977697313,3304.0,6623.0,generic_poiseuille,2.5219446196763152e-20,0.0008893800376331526
