backend,backend_label,k_mean_mD,k_mean_m2,k_rms_mD,k_rms_m2,axis_count,aggregate_kabs_mD,aggregate_kabs_m2
native_maximal_ball,Native maximal-ball,79.6797750718543,7.863782655717217e-14,80.05170908876097,7.900489690451997e-14,3.0,80.05170908876097,7.900489690451997e-14
porespy,PoreSpy snow2,139.91804149581355,1.3808837524258525e-13,139.98018300373073,1.3814970414464584e-13,3.0,139.98018300373073,1.3814970414464584e-13
prego,PREGO,244.58131568050763,2.4138299918974836e-13,244.9274622355883,2.417246192901722e-13,3.0,244.9274622355883,2.417246192901722e-13
