origin,porosity_pct,target_porosity_pct,abs_porosity_error_pct_points
"(500, 500, 250)",20.9884552,21.028188999999998,0.03973379999999693
"(500, 250, 500)",21.096372799999997,21.028188999999998,0.06818380000000179
"(500, 250, 250)",20.946096,21.028188999999998,0.08209299999999697
"(0, 250, 0)",21.21328,21.028188999999998,0.1850910000000039
"(250, 500, 0)",21.2574352,21.028188999999998,0.2292462000000023
"(0, 500, 0)",20.733248800000002,21.028188999999998,0.2949401999999962
"(250, 500, 250)",21.382095200000002,21.028188999999998,0.3539062000000037
"(500, 500, 500)",21.4163024,21.028188999999998,0.3881134000000036
"(250, 250, 250)",21.4487816,21.028188999999998,0.42059260000000265
"(250, 0, 500)",21.4591232,21.028188999999998,0.43093420000000215
"(500, 0, 500)",20.5928888,21.028188999999998,0.4353001999999967
"(250, 0, 0)",20.5099648,21.028188999999998,0.5182241999999976
"(250, 250, 0)",20.4988992,21.028188999999998,0.5292897999999963
"(0, 0, 0)",21.5703872,21.028188999999998,0.542198200000002
"(250, 0, 250)",21.5746256,21.028188999999998,0.5464366000000026
"(250, 250, 500)",21.6289616,21.028188999999998,0.6007726000000019
"(500, 500, 0)",20.338796000000002,21.028188999999998,0.6893929999999965
"(0, 500, 250)",21.744042399999998,21.028188999999998,0.7158534000000022
"(500, 0, 250)",20.2435464,21.028188999999998,0.7846425999999962
"(0, 250, 250)",21.886894400000003,21.028188999999998,0.8587054000000038
"(250, 500, 500)",21.9559008,21.028188999999998,0.9277118000000029
"(0, 250, 500)",22.0061856,21.028188999999998,0.9779966000000029
"(0, 0, 250)",22.0512808,21.028188999999998,1.0230918000000033
"(0, 0, 500)",22.166376800000002,21.028188999999998,1.1381878000000039
"(500, 250, 0)",19.8397568,21.028188999999998,1.1884321999999976
"(0, 500, 500)",22.3109352,21.028188999999998,1.282746200000004
"(500, 0, 0)",19.0965768,21.028188999999998,1.9316121999999964
