origin,porosity_pct,target_porosity_pct,abs_porosity_error_pct_points
"(0, 0, 350)",24.561440740740743,24.6691588,0.1077180592592597
"(0, 0, 0)",24.56059259259259,24.6691588,0.10856620740740952
"(0, 350, 0)",24.455403703703706,24.6691588,0.21375509629629752
"(0, 350, 350)",24.90857037037037,24.6691588,0.2394115703703681
"(0, 700, 0)",24.951714814814814,24.6691588,0.28255601481481374
"(350, 350, 700)",24.344103703703706,24.6691588,0.3250550962962978
"(350, 0, 700)",25.00271851851852,24.6691588,0.33355971851851685
"(0, 0, 700)",24.321055555555557,24.6691588,0.34810324444444485
"(0, 700, 350)",25.244170370370373,24.6691588,0.5750115703703707
"(700, 350, 350)",25.254507407407406,24.6691588,0.5853486074074044
"(0, 700, 700)",25.398281481481483,24.6691588,0.7291226814814811
"(350, 0, 350)",25.43077777777778,24.6691588,0.7616189777777782
"(0, 350, 700)",23.893166666666666,24.6691588,0.7759921333333364
"(350, 700, 700)",25.47395925925926,24.6691588,0.8048004592592584
"(350, 0, 0)",25.484307407407407,24.6691588,0.8151486074074066
"(350, 700, 0)",23.834618518518518,24.6691588,0.8345402814814828
"(700, 700, 700)",23.8035,24.6691588,0.8656588000000021
"(700, 350, 700)",23.68138888888889,24.6691588,0.9877699111111138
"(700, 350, 0)",25.677933333333335,24.6691588,1.0087745333333342
"(700, 0, 700)",23.497003703703705,24.6691588,1.1721550962962985
"(700, 0, 350)",23.418507407407407,24.6691588,1.2506513925925944
"(350, 350, 350)",26.021074074074075,24.6691588,1.3519152740740725
"(350, 700, 350)",23.102944444444447,24.6691588,1.5662143555555563
"(700, 700, 350)",26.775481481481485,24.6691588,2.1063226814814815
"(350, 350, 0)",27.10944074074074,24.6691588,2.4402819407407406
"(700, 0, 0)",21.49427037037037,24.6691588,3.1748884296296325
"(700, 700, 0)",20.6355,24.6691588,4.0336588
