backend,backend_label,axis,k_m2,k_mD,n_pores,n_throats,conductance_model,mass_balance_error,reference_viscosity
native_maximal_ball,Native maximal-ball,x,6.159036062192781e-14,62.40643079551147,2150.0,3975.0,generic_poiseuille,2.0210129827987115e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,y,6.097979198571627e-14,61.787772145734394,2150.0,3975.0,generic_poiseuille,1.0327475235502766e-20,0.0008893800376331526
native_maximal_ball,Native maximal-ball,z,6.599540976751689e-14,66.86984669175091,2150.0,3975.0,generic_poiseuille,9.628449145817647e-21,0.0008893800376331526
porespy,PoreSpy snow2,x,1.1767296727991382e-13,119.23213007526908,4261.0,7372.0,generic_poiseuille,3.4346275444729434e-20,0.0008893800376331526
porespy,PoreSpy snow2,y,1.213683696034927e-13,122.97649635335664,4261.0,7372.0,generic_poiseuille,3.154066695167888e-20,0.0008893800376331526
porespy,PoreSpy snow2,z,1.3623184882949372e-13,138.0369161711895,4261.0,7372.0,generic_poiseuille,3.5527137016353414e-20,0.0008893800376331526
prego,PREGO,x,1.978608725590406e-13,200.48252235917482,2588.0,5913.0,generic_poiseuille,4.4542911061331616e-20,0.0008893800376331526
prego,PREGO,y,2.177155561075631e-13,220.60027978624385,2588.0,5913.0,generic_poiseuille,3.7911805051497115e-20,0.0008893800376331526
prego,PREGO,z,2.2849526832987604e-13,231.5228228271397,2588.0,5913.0,generic_poiseuille,4.410836235216878e-20,0.0008893800376331526
