backend,backend_label,k_mean_mD,k_mean_m2,k_rms_mD,k_rms_m2,axis_count,aggregate_kabs_mD,aggregate_kabs_m2
native_maximal_ball,Native maximal-ball,57.60861460707165,5.685528403643937e-14,59.791306973692166,5.90094339897893e-14,3.0,59.791306973692166,5.90094339897893e-14
porespy,PoreSpy snow2,110.01938703460898,1.0858069651617352e-13,113.9659753306036,1.124756764609979e-13,3.0,113.9659753306036,1.124756764609979e-13
prego,PREGO,188.31064434321948,1.858481625403365e-13,194.80326534052708,1.9225588148064862e-13,3.0,194.80326534052708,1.9225588148064862e-13
