backend,backend_label,k_mean_mD,k_mean_m2,k_rms_mD,k_rms_m2,axis_count,aggregate_kabs_mD,aggregate_kabs_m2
native_maximal_ball,Native maximal-ball,30.08118055445823,2.968781798070174e-14,30.334567290683793,2.9937891254593716e-14,3.0,30.334567290683793,2.9937891254593716e-14
porespy,PoreSpy snow2,63.0269232923227,6.220273912450599e-14,63.11546920843187,6.229012715223397e-14,3.0,63.11546920843187,6.229012715223397e-14
prego,PREGO,121.35956009043419,1.197725775309996e-13,121.43788424488153,1.1984987746397649e-13,3.0,121.43788424488153,1.1984987746397649e-13
