origin,porosity_pct,target_porosity_pct,abs_porosity_error_pct_points
"(350, 0, 0)",19.835733333333334,19.792437500000005,0.04329583333332887
"(0, 700, 0)",19.705337037037037,19.792437500000005,0.08710046296296625
"(350, 350, 0)",19.88381111111111,19.792437500000005,0.09137361111110631
"(0, 0, 700)",19.602144444444445,19.792437500000005,0.19029305555555986
"(700, 700, 350)",19.5018,19.792437500000005,0.29063750000000443
"(700, 0, 700)",20.089218518518518,19.792437500000005,0.29678101851851324
"(700, 700, 0)",20.169514814814814,19.792437500000005,0.377077314814811
"(0, 700, 350)",20.293792592592595,19.792437500000005,0.5013550925925897
"(0, 350, 350)",19.17189259259259,19.792437500000005,0.620544907407411
"(350, 350, 350)",19.06615185185185,19.792437500000005,0.7262856481481533
"(700, 350, 0)",20.571285185185182,19.792437500000005,0.77884768518518
"(350, 0, 700)",20.71584074074074,19.792437500000005,0.9234032407407361
"(700, 0, 0)",18.842396296296297,19.792437500000005,0.9500412037037081
"(700, 700, 700)",20.851474074074076,19.792437500000005,1.0590365740740708
"(350, 700, 700)",18.709762962962966,19.792437500000005,1.08267453703704
"(0, 350, 0)",20.891222222222222,19.792437500000005,1.098784722222218
"(0, 350, 700)",21.036066666666667,19.792437500000005,1.2436291666666626
"(700, 0, 350)",18.53076666666667,19.792437500000005,1.2616708333333366
"(350, 700, 350)",18.422577777777775,19.792437500000005,1.3698597222222275
"(350, 0, 350)",21.241503703703703,19.792437500000005,1.4490662037036999
"(350, 350, 700)",21.357318518518518,19.792437500000005,1.5648810185185131
"(0, 700, 700)",18.02224074074074,19.792437500000005,1.7701967592592627
"(0, 0, 0)",17.73015925925926,19.792437500000005,2.0622782407407447
"(700, 350, 350)",21.8595,19.792437500000005,2.067062499999997
"(0, 0, 350)",17.19775185185185,19.792437500000005,2.5946856481481513
"(700, 350, 700)",22.503955555555557,19.792437500000005,2.7115180555555507
"(350, 700, 0)",16.62616296296296,19.792437500000005,3.166274537037042
